asm|cpu|synth|const|ops
ld (zix), h|kc160|_||7F;DD 74 00
ld (zix), h|kc160_strict|_||7F;DD 74 00
ld (zix), hl|kc160|_||7F;ED A5 00
ld (zix), hl|kc160_strict|_||7F;ED A5 00
ld (zix), ix|kc160|_||7F;ED 81 00
ld (zix), ix|kc160_strict|_||7F;ED 81 00
ld (zix), iy|kc160|_||7F;ED 91 00
ld (zix), iy|kc160_strict|_||7F;ED 91 00
ld (zix), l|kc160|_||7F;DD 75 00
ld (zix), l|kc160_strict|_||7F;DD 75 00
ld (zix), sp|kc160|_||7F;ED B5 00
ld (zix), sp|kc160_strict|_||7F;ED B5 00
ld (zix), xix|kc160|_||7F;ED 01 00
ld (zix), xix|kc160_strict|_||7F;ED 01 00
ld (zix), yiy|kc160|_||7F;ED 11 00
ld (zix), yiy|kc160_strict|_||7F;ED 11 00
ld (zix+%d), %n|kc160|_||7F;DD 36 %d %n
ld (zix+%d), %n|kc160_strict|_||7F;DD 36 %d %n
ld (zix+%d), a|kc160|_||7F;DD 77 %d
ld (zix+%d), a|kc160_strict|_||7F;DD 77 %d
ld (zix+%d), ahl|kc160|_||7F;ED 21 %d
ld (zix+%d), ahl|kc160_strict|_||7F;ED 21 %d
ld (zix+%d), b|kc160|_||7F;DD 70 %d
ld (zix+%d), b|kc160_strict|_||7F;DD 70 %d
ld (zix+%d), bc|kc160|_||7F;ED 85 %d
ld (zix+%d), bc|kc160_strict|_||7F;ED 85 %d
ld (zix+%d), c|kc160|_||7F;DD 71 %d
ld (zix+%d), c|kc160_strict|_||7F;DD 71 %d
ld (zix+%d), d|kc160|_||7F;DD 72 %d
ld (zix+%d), d|kc160_strict|_||7F;DD 72 %d
ld (zix+%d), de|kc160|_||7F;ED 95 %d
ld (zix+%d), de|kc160_strict|_||7F;ED 95 %d
ld (zix+%d), e|kc160|_||7F;DD 73 %d
ld (zix+%d), e|kc160_strict|_||7F;DD 73 %d
ld (zix+%d), h|kc160|_||7F;DD 74 %d
ld (zix+%d), h|kc160_strict|_||7F;DD 74 %d
ld (zix+%d), hl|kc160|_||7F;ED A5 %d
ld (zix+%d), hl|kc160_strict|_||7F;ED A5 %d
ld (zix+%d), ix|kc160|_||7F;ED 81 %d
ld (zix+%d), ix|kc160_strict|_||7F;ED 81 %d
ld (zix+%d), iy|kc160|_||7F;ED 91 %d
ld (zix+%d), iy|kc160_strict|_||7F;ED 91 %d
ld (zix+%d), l|kc160|_||7F;DD 75 %d
ld (zix+%d), l|kc160_strict|_||7F;DD 75 %d
ld (zix+%d), sp|kc160|_||7F;ED B5 %d
ld (zix+%d), sp|kc160_strict|_||7F;ED B5 %d
ld (zix+%d), xix|kc160|_||7F;ED 01 %d
ld (zix+%d), xix|kc160_strict|_||7F;ED 01 %d
ld (zix+%d), yiy|kc160|_||7F;ED 11 %d
ld (zix+%d), yiy|kc160_strict|_||7F;ED 11 %d
ld (ziy), %n|kc160|_||7F;FD 36 00 %n
ld (ziy), %n|kc160_strict|_||7F;FD 36 00 %n
ld (ziy), a|kc160|_||7F;FD 77 00
ld (ziy), a|kc160_strict|_||7F;FD 77 00
ld (ziy), ahl|kc160|_||7F;ED 20 00
ld (ziy), ahl|kc160_strict|_||7F;ED 20 00
ld (ziy), b|kc160|_||7F;FD 70 00
ld (ziy), b|kc160_strict|_||7F;FD 70 00
ld (ziy), bc|kc160|_||7F;ED 84 00
ld (ziy), bc|kc160_strict|_||7F;ED 84 00
ld (ziy), c|kc160|_||7F;FD 71 00
ld (ziy), c|kc160_strict|_||7F;FD 71 00
ld (ziy), d|kc160|_||7F;FD 72 00
ld (ziy), d|kc160_strict|_||7F;FD 72 00
ld (ziy), de|kc160|_||7F;ED 94 00
ld (ziy), de|kc160_strict|_||7F;ED 94 00
ld (ziy), e|kc160|_||7F;FD 73 00
ld (ziy), e|kc160_strict|_||7F;FD 73 00
ld (ziy), h|kc160|_||7F;FD 74 00
ld (ziy), h|kc160_strict|_||7F;FD 74 00
ld (ziy), hl|kc160|_||7F;ED A4 00
ld (ziy), hl|kc160_strict|_||7F;ED A4 00
ld (ziy), ix|kc160|_||7F;ED 80 00
ld (ziy), ix|kc160_strict|_||7F;ED 80 00
ld (ziy), iy|kc160|_||7F;ED 90 00
ld (ziy), iy|kc160_strict|_||7F;ED 90 00
ld (ziy), l|kc160|_||7F;FD 75 00
ld (ziy), l|kc160_strict|_||7F;FD 75 00
ld (ziy), sp|kc160|_||7F;ED B4 00
ld (ziy), sp|kc160_strict|_||7F;ED B4 00
ld (ziy), xix|kc160|_||7F;ED 00 00
ld (ziy), xix|kc160_strict|_||7F;ED 00 00
ld (ziy), yiy|kc160|_||7F;ED 10 00
ld (ziy), yiy|kc160_strict|_||7F;ED 10 00
ld (ziy+%d), %n|kc160|_||7F;FD 36 %d %n
ld (ziy+%d), %n|kc160_strict|_||7F;FD 36 %d %n
ld (ziy+%d), a|kc160|_||7F;FD 77 %d
ld (ziy+%d), a|kc160_strict|_||7F;FD 77 %d
ld (ziy+%d), ahl|kc160|_||7F;ED 20 %d
ld (ziy+%d), ahl|kc160_strict|_||7F;ED 20 %d
ld (ziy+%d), b|kc160|_||7F;FD 70 %d
ld (ziy+%d), b|kc160_strict|_||7F;FD 70 %d
ld (ziy+%d), bc|kc160|_||7F;ED 84 %d
ld (ziy+%d), bc|kc160_strict|_||7F;ED 84 %d
ld (ziy+%d), c|kc160|_||7F;FD 71 %d
ld (ziy+%d), c|kc160_strict|_||7F;FD 71 %d
ld (ziy+%d), d|kc160|_||7F;FD 72 %d
ld (ziy+%d), d|kc160_strict|_||7F;FD 72 %d
ld (ziy+%d), de|kc160|_||7F;ED 94 %d
ld (ziy+%d), de|kc160_strict|_||7F;ED 94 %d
ld (ziy+%d), e|kc160|_||7F;FD 73 %d
ld (ziy+%d), e|kc160_strict|_||7F;FD 73 %d
ld (ziy+%d), h|kc160|_||7F;FD 74 %d
ld (ziy+%d), h|kc160_strict|_||7F;FD 74 %d
ld (ziy+%d), hl|kc160|_||7F;ED A4 %d
ld (ziy+%d), hl|kc160_strict|_||7F;ED A4 %d
ld (ziy+%d), ix|kc160|_||7F;ED 80 %d
ld (ziy+%d), ix|kc160_strict|_||7F;ED 80 %d
ld (ziy+%d), iy|kc160|_||7F;ED 90 %d
ld (ziy+%d), iy|kc160_strict|_||7F;ED 90 %d
ld (ziy+%d), l|kc160|_||7F;FD 75 %d
ld (ziy+%d), l|kc160_strict|_||7F;FD 75 %d
ld (ziy+%d), sp|kc160|_||7F;ED B4 %d
ld (ziy+%d), sp|kc160_strict|_||7F;ED B4 %d
ld (ziy+%d), xix|kc160|_||7F;ED 00 %d
ld (ziy+%d), xix|kc160_strict|_||7F;ED 00 %d
ld (ziy+%d), yiy|kc160|_||7F;ED 10 %d
ld (ziy+%d), yiy|kc160_strict|_||7F;ED 10 %d
ld (zp:%m), a|kc160|_||7F;32 %m %m
ld (zp:%m), a|kc160_strict|_||7F;32 %m %m
ld (zp:%m), bc|kc160|_||7F;ED 43 %m %m
ld (zp:%m), bc|kc160_strict|_||7F;ED 43 %m %m
ld (zp:%m), de|kc160|_||7F;ED 53 %m %m
ld (zp:%m), de|kc160_strict|_||7F;ED 53 %m %m
ld (zp:%m), hl|kc160|_||7F;22 %m %m
ld (zp:%m), hl|kc160_strict|_||7F;22 %m %m
ld (zp:%m), ix|kc160|_||7F;DD 22 %m %m
ld (zp:%m), ix|kc160_strict|_||7F;DD 22 %m %m
ld (zp:%m), iy|kc160|_||7F;FD 22 %m %m
ld (zp:%m), iy|kc160_strict|_||7F;FD 22 %m %m
ld (zp:%m), sp|kc160|_||7F;ED 73 %m %m
ld (zp:%m), sp|kc160_strict|_||7F;ED 73 %m %m
ld a', %n|r2ka|_||76;3E %n
ld a', %n|r2ka_strict|_||76;3E %n
ld a', %n|r3k|_||76;3E %n
ld a', %n|r3k_strict|_||76;3E %n
ld a', %n|r4k|_||76;3E %n
ld a', %n|r4k_strict|_||76;3E %n
ld a', %n|r5k|_||76;3E %n
ld a', %n|r5k_strict|_||76;3E %n
ld a', %n|r6k|_||76;3E %n
ld a', %n|r6k_strict|_||76;3E %n
ld a', (%m)|r2ka|_||76;3A %m %m
ld a', (%m)|r2ka_strict|_||76;3A %m %m
ld a', (%m)|r3k|_||76;3A %m %m
ld a', (%m)|r3k_strict|_||76;3A %m %m
ld a', (%m)|r4k|_||76;3A %m %m
ld a', (%m)|r4k_strict|_||76;3A %m %m
ld a', (%m)|r5k|_||76;3A %m %m
ld a', (%m)|r5k_strict|_||76;3A %m %m
ld a', (%m)|r6k|_||76;3A %m %m
ld a', (%m)|r6k_strict|_||76;3A %m %m
ld a', (bc)|r2ka|_||76;0A
ld a', (bc)|r2ka_strict|_||76;0A
ld a', (bc)|r3k|_||76;0A
ld a', (bc)|r3k_strict|_||76;0A
ld a', (bc)|r4k|_||76;0A
ld a', (bc)|r4k_strict|_||76;0A
ld a', (bc)|r5k|_||76;0A
ld a', (bc)|r5k_strict|_||76;0A
ld a', (bc)|r6k|_||76;0A
ld a', (bc)|r6k_strict|_||76;0A
ld a', (bc+)|r2ka|X||76;0A;03
ld a', (bc+)|r3k|X||76;0A;03
ld a', (bc+)|r4k|X||76;0A;03
ld a', (bc+)|r5k|X||76;0A;03
ld a', (bc+)|r6k|X||76;0A;03
ld a', (bc-)|r2ka|X||76;0A;0B
ld a', (bc-)|r3k|X||76;0A;0B
ld a', (bc-)|r4k|X||76;0A;0B
ld a', (bc-)|r5k|X||76;0A;0B
ld a', (bc-)|r6k|X||76;0A;0B
ld a', (de)|r2ka|_||76;1A
ld a', (de)|r2ka_strict|_||76;1A
ld a', (de)|r3k|_||76;1A
ld a', (de)|r3k_strict|_||76;1A
ld a', (de)|r4k|_||76;1A
ld a', (de)|r4k_strict|_||76;1A
ld a', (de)|r5k|_||76;1A
ld a', (de)|r5k_strict|_||76;1A
ld a', (de)|r6k|_||76;1A
ld a', (de)|r6k_strict|_||76;1A
ld a', (de+)|r2ka|X||76;1A;13
ld a', (de+)|r3k|X||76;1A;13
ld a', (de+)|r4k|X||76;1A;13
ld a', (de+)|r5k|X||76;1A;13
ld a', (de+)|r6k|X||76;1A;13
ld a', (de-)|r2ka|X||76;1A;1B
ld a', (de-)|r3k|X||76;1A;1B
ld a', (de-)|r4k|X||76;1A;1B
ld a', (de-)|r5k|X||76;1A;1B
ld a', (de-)|r6k|X||76;1A;1B
ld a', (hl)|r2ka|_||76;7E
ld a', (hl)|r2ka_strict|_||76;7E
ld a', (hl)|r3k|_||76;7E
ld a', (hl)|r3k_strict|_||76;7E
ld a', (hl)|r4k|_||76;7E
ld a', (hl)|r4k_strict|_||76;7E
ld a', (hl)|r5k|_||76;7E
ld a', (hl)|r5k_strict|_||76;7E
ld a', (hl)|r6k|_||76;7E
ld a', (hl)|r6k_strict|_||76;7E
ld a', (hl+)|r2ka|X||76;7E;23
ld a', (hl+)|r3k|X||76;7E;23
ld a', (hl+)|r4k|X||76;7E;23
ld a', (hl+)|r5k|X||76;7E;23
ld a', (hl+)|r6k|X||76;7E;23
ld a', (hl-)|r2ka|X||76;7E;2B
ld a', (hl-)|r3k|X||76;7E;2B
ld a', (hl-)|r4k|X||76;7E;2B
ld a', (hl-)|r5k|X||76;7E;2B
ld a', (hl-)|r6k|X||76;7E;2B
ld a', (hld)|r2ka|X||76;7E;2B
ld a', (hld)|r3k|X||76;7E;2B
ld a', (hld)|r4k|X||76;7E;2B
ld a', (hld)|r5k|X||76;7E;2B
ld a', (hld)|r6k|X||76;7E;2B
ld a', (hli)|r2ka|X||76;7E;23
ld a', (hli)|r3k|X||76;7E;23
ld a', (hli)|r4k|X||76;7E;23
ld a', (hli)|r5k|X||76;7E;23
ld a', (hli)|r6k|X||76;7E;23
ld a', (ix)|r2ka|_||76;DD 7E 00
ld a', (ix)|r2ka_strict|_||76;DD 7E 00
ld a', (ix)|r3k|_||76;DD 7E 00
ld a', (ix)|r3k_strict|_||76;DD 7E 00
ld a', (ix)|r4k|_||76;DD 7E 00
ld a', (ix)|r4k_strict|_||76;DD 7E 00
ld a', (ix)|r5k|_||76;DD 7E 00
ld a', (ix)|r5k_strict|_||76;DD 7E 00
ld a', (ix)|r6k|_||76;DD 7E 00
ld a', (ix)|r6k_strict|_||76;DD 7E 00
ld a', (ix+%d)|r2ka|_||76;DD 7E %d
ld a', (ix+%d)|r2ka_strict|_||76;DD 7E %d
ld a', (ix+%d)|r3k|_||76;DD 7E %d
ld a', (ix+%d)|r3k_strict|_||76;DD 7E %d
ld a', (ix+%d)|r4k|_||76;DD 7E %d
ld a', (ix+%d)|r4k_strict|_||76;DD 7E %d
ld a', (ix+%d)|r5k|_||76;DD 7E %d
ld a', (ix+%d)|r5k_strict|_||76;DD 7E %d
ld a', (ix+%d)|r6k|_||76;DD 7E %d
ld a', (ix+%d)|r6k_strict|_||76;DD 7E %d
ld a', (ix+a)|r4k|_||76;DD 06
ld a', (ix+a)|r4k_strict|_||76;DD 06
ld a', (ix+a)|r5k|_||76;DD 06
ld a', (ix+a)|r5k_strict|_||76;DD 06
ld a', (ix+a)|r6k|_||76;DD 06
ld a', (ix+a)|r6k_strict|_||76;DD 06
ld a', (iy)|r2ka|_||76;FD 7E 00
ld a', (iy)|r2ka_strict|_||76;FD 7E 00
ld a', (iy)|r3k|_||76;FD 7E 00
ld a', (iy)|r3k_strict|_||76;FD 7E 00
ld a', (iy)|r4k|_||76;FD 7E 00
ld a', (iy)|r4k_strict|_||76;FD 7E 00
ld a', (iy)|r5k|_||76;FD 7E 00
ld a', (iy)|r5k_strict|_||76;FD 7E 00
ld a', (iy)|r6k|_||76;FD 7E 00
ld a', (iy)|r6k_strict|_||76;FD 7E 00
ld a', (iy+%d)|r2ka|_||76;FD 7E %d
ld a', (iy+%d)|r2ka_strict|_||76;FD 7E %d
ld a', (iy+%d)|r3k|_||76;FD 7E %d
ld a', (iy+%d)|r3k_strict|_||76;FD 7E %d
ld a', (iy+%d)|r4k|_||76;FD 7E %d
ld a', (iy+%d)|r4k_strict|_||76;FD 7E %d
ld a', (iy+%d)|r5k|_||76;FD 7E %d
ld a', (iy+%d)|r5k_strict|_||76;FD 7E %d
ld a', (iy+%d)|r6k|_||76;FD 7E %d
ld a', (iy+%d)|r6k_strict|_||76;FD 7E %d
ld a', (iy+a)|r4k|_||76;FD 06
ld a', (iy+a)|r4k_strict|_||76;FD 06
ld a', (iy+a)|r5k|_||76;FD 06
ld a', (iy+a)|r5k_strict|_||76;FD 06
ld a', (iy+a)|r6k|_||76;FD 06
ld a', (iy+a)|r6k_strict|_||76;FD 06
ld a', (pw)|r4k|_||76;8D 00
ld a', (pw)|r4k_strict|_||76;8D 00
ld a', (pw)|r5k|_||76;8D 00
ld a', (pw)|r5k_strict|_||76;8D 00
ld a', (pw)|r6k|_||76;8D 00
ld a', (pw)|r6k_strict|_||76;8D 00
ld a', (pw+%d)|r4k|_||76;8D %d
ld a', (pw+%d)|r4k_strict|_||76;8D %d
ld a', (pw+%d)|r5k|_||76;8D %d
ld a', (pw+%d)|r5k_strict|_||76;8D %d
ld a', (pw+%d)|r6k|_||76;8D %d
ld a', (pw+%d)|r6k_strict|_||76;8D %d
ld a', (pw+hl)|r4k|_||76;8B
ld a', (pw+hl)|r4k_strict|_||76;8B
ld a', (pw+hl)|r5k|_||76;8B
ld a', (pw+hl)|r5k_strict|_||76;8B
ld a', (pw+hl)|r6k|_||76;8B
ld a', (pw+hl)|r6k_strict|_||76;8B
ld a', (px)|r4k|_||76;9D 00
ld a', (px)|r4k_strict|_||76;9D 00
ld a', (px)|r5k|_||76;9D 00
ld a', (px)|r5k_strict|_||76;9D 00
ld a', (px)|r6k|_||76;9D 00
ld a', (px)|r6k_strict|_||76;9D 00
ld a', (px+%d)|r4k|_||76;9D %d
ld a', (px+%d)|r4k_strict|_||76;9D %d
ld a', (px+%d)|r5k|_||76;9D %d
ld a', (px+%d)|r5k_strict|_||76;9D %d
ld a', (px+%d)|r6k|_||76;9D %d
ld a', (px+%d)|r6k_strict|_||76;9D %d
ld a', (px+hl)|r4k|_||76;9B
ld a', (px+hl)|r4k_strict|_||76;9B
ld a', (px+hl)|r5k|_||76;9B
ld a', (px+hl)|r5k_strict|_||76;9B
ld a', (px+hl)|r6k|_||76;9B
ld a', (px+hl)|r6k_strict|_||76;9B
ld a', (py)|r4k|_||76;AD 00
ld a', (py)|r4k_strict|_||76;AD 00
ld a', (py)|r5k|_||76;AD 00
ld a', (py)|r5k_strict|_||76;AD 00
ld a', (py)|r6k|_||76;AD 00
ld a', (py)|r6k_strict|_||76;AD 00
ld a', (py+%d)|r4k|_||76;AD %d
ld a', (py+%d)|r4k_strict|_||76;AD %d
ld a', (py+%d)|r5k|_||76;AD %d
ld a', (py+%d)|r5k_strict|_||76;AD %d
ld a', (py+%d)|r6k|_||76;AD %d
ld a', (py+%d)|r6k_strict|_||76;AD %d
ld a', (py+hl)|r4k|_||76;AB
ld a', (py+hl)|r4k_strict|_||76;AB
ld a', (py+hl)|r5k|_||76;AB
ld a', (py+hl)|r5k_strict|_||76;AB
ld a', (py+hl)|r6k|_||76;AB
ld a', (py+hl)|r6k_strict|_||76;AB
ld a', (pz)|r4k|_||76;BD 00
ld a', (pz)|r4k_strict|_||76;BD 00
ld a', (pz)|r5k|_||76;BD 00
ld a', (pz)|r5k_strict|_||76;BD 00
ld a', (pz)|r6k|_||76;BD 00
ld a', (pz)|r6k_strict|_||76;BD 00
ld a', (pz+%d)|r4k|_||76;BD %d
ld a', (pz+%d)|r4k_strict|_||76;BD %d
ld a', (pz+%d)|r5k|_||76;BD %d
ld a', (pz+%d)|r5k_strict|_||76;BD %d
ld a', (pz+%d)|r6k|_||76;BD %d
ld a', (pz+%d)|r6k_strict|_||76;BD %d
ld a', (pz+hl)|r4k|_||76;BB
ld a', (pz+hl)|r4k_strict|_||76;BB
ld a', (pz+hl)|r5k|_||76;BB
ld a', (pz+hl)|r5k_strict|_||76;BB
ld a', (pz+hl)|r6k|_||76;BB
ld a', (pz+hl)|r6k_strict|_||76;BB
ld a', a|r2ka|_||76;7F
ld a', a|r2ka_strict|_||76;7F
ld a', a|r3k|_||76;7F
ld a', a|r3k_strict|_||76;7F
ld a', a|r4k|_||76;7F;7F
ld a', a|r4k_strict|_||76;7F;7F
ld a', a|r5k|_||76;7F;7F
ld a', a|r5k_strict|_||76;7F;7F
ld a', a|r6k|_||76;7F;7F
ld a', a|r6k_strict|_||76;7F;7F
ld a', a'|r6k|_||64;7F;7F
ld a', a'|r6k_strict|_||64;7F;7F
ld a', b|r2ka|_||76;78
ld a', b|r2ka_strict|_||76;78
ld a', b|r3k|_||76;78
ld a', b|r3k_strict|_||76;78
ld a', b|r4k|_||76;7F;78
ld a', b|r4k_strict|_||76;7F;78
ld a', b|r5k|_||76;7F;78
ld a', b|r5k_strict|_||76;7F;78
ld a', b|r6k|_||76;7F;78
ld a', b|r6k_strict|_||76;7F;78
ld a', b'|r6k|_||64;7F;78
ld a', b'|r6k_strict|_||64;7F;78
ld a', c|r2ka|_||76;79
ld a', c|r2ka_strict|_||76;79
ld a', c|r3k|_||76;79
ld a', c|r3k_strict|_||76;79
ld a', c|r4k|_||76;7F;79
ld a', c|r4k_strict|_||76;7F;79
ld a', c|r5k|_||76;7F;79
ld a', c|r5k_strict|_||76;7F;79
ld a', c|r6k|_||76;7F;79
ld a', c|r6k_strict|_||76;7F;79
ld a', c'|r6k|_||64;7F;79
ld a', c'|r6k_strict|_||64;7F;79
ld a', d|r2ka|_||76;7A
ld a', d|r2ka_strict|_||76;7A
ld a', d|r3k|_||76;7A
ld a', d|r3k_strict|_||76;7A
ld a', d|r4k|_||76;7F;7A
ld a', d|r4k_strict|_||76;7F;7A
ld a', d|r5k|_||76;7F;7A
ld a', d|r5k_strict|_||76;7F;7A
ld a', d|r6k|_||76;7F;7A
ld a', d|r6k_strict|_||76;7F;7A
ld a', d'|r6k|_||64;7F;7A
ld a', d'|r6k_strict|_||64;7F;7A
ld a', e|r2ka|_||76;7B
ld a', e|r2ka_strict|_||76;7B
ld a', e|r3k|_||76;7B
ld a', e|r3k_strict|_||76;7B
ld a', e|r4k|_||76;7F;7B
ld a', e|r4k_strict|_||76;7F;7B
ld a', e|r5k|_||76;7F;7B
ld a', e|r5k_strict|_||76;7F;7B
ld a', e|r6k|_||76;7F;7B
ld a', e|r6k_strict|_||76;7F;7B
ld a', e'|r6k|_||64;7F;7B
ld a', e'|r6k_strict|_||64;7F;7B
ld a', eir|r2ka|_||76;ED 57
ld a', eir|r2ka_strict|_||76;ED 57
ld a', eir|r3k|_||76;ED 57
ld a', eir|r3k_strict|_||76;ED 57
ld a', eir|r4k|_||76;ED 57
ld a', eir|r4k_strict|_||76;ED 57
ld a', eir|r5k|_||76;ED 57
ld a', eir|r5k_strict|_||76;ED 57
ld a', eir|r6k|_||76;ED 57
ld a', eir|r6k_strict|_||76;ED 57
ld a', h|r2ka|_||76;7C
ld a', h|r2ka_strict|_||76;7C
ld a', h|r3k|_||76;7C
ld a', h|r3k_strict|_||76;7C
ld a', h|r4k|_||76;7F;7C
ld a', h|r4k_strict|_||76;7F;7C
ld a', h|r5k|_||76;7F;7C
ld a', h|r5k_strict|_||76;7F;7C
ld a', h|r6k|_||76;7F;7C
ld a', h|r6k_strict|_||76;7F;7C
ld a', h'|r6k|_||64;7F;7C
ld a', h'|r6k_strict|_||64;7F;7C
ld a', htr|r4k|_||76;ED 50
ld a', htr|r4k_strict|_||76;ED 50
ld a', htr|r5k|_||76;ED 50
ld a', htr|r5k_strict|_||76;ED 50
ld a', htr|r6k|_||76;ED 50
ld a', htr|r6k_strict|_||76;ED 50
ld a', i|r6k|_||76;ED 57
ld a', i|r6k_strict|_||76;ED 57
ld a', iir|r2ka|_||76;ED 5F
ld a', iir|r2ka_strict|_||76;ED 5F
ld a', iir|r3k|_||76;ED 5F
ld a', iir|r3k_strict|_||76;ED 5F
ld a', iir|r4k|_||76;ED 5F
ld a', iir|r4k_strict|_||76;ED 5F
ld a', iir|r5k|_||76;ED 5F
ld a', iir|r5k_strict|_||76;ED 5F
ld a', iir|r6k|_||76;ED 5F
ld a', iir|r6k_strict|_||76;ED 5F
ld a', l|r2ka|_||76;7D
ld a', l|r2ka_strict|_||76;7D
ld a', l|r3k|_||76;7D
ld a', l|r3k_strict|_||76;7D
ld a', l|r4k|_||76;7F;7D
ld a', l|r4k_strict|_||76;7F;7D
ld a', l|r5k|_||76;7F;7D
ld a', l|r5k_strict|_||76;7F;7D
ld a', l|r6k|_||76;7F;7D
ld a', l|r6k_strict|_||76;7F;7D
ld a', l'|r6k|_||64;7F;7D
ld a', l'|r6k_strict|_||64;7F;7D
ld a', r|r6k|_||76;ED 5F
ld a', r|r6k_strict|_||76;ED 5F
ld a', xpc|r2ka|_||76;ED 77
ld a', xpc|r2ka_strict|_||76;ED 77
ld a', xpc|r3k|_||76;ED 77
ld a', xpc|r3k_strict|_||76;ED 77
ld a', xpc|r4k|_||76;ED 77
ld a', xpc|r4k_strict|_||76;ED 77
ld a', xpc|r5k|_||76;ED 77
ld a', xpc|r5k_strict|_||76;ED 77
ld a', xpc|r6k|_||76;ED 77
ld a', xpc|r6k_strict|_||76;ED 77
ld a, %n|8080|_||3E %n
ld a, %n|8085|_||3E %n
ld a, %n|ez80|_||3E %n
ld a, %n|ez80_strict|_||3E %n
ld a, %n|ez80_z80|_||3E %n
ld a, %n|ez80_z80_strict|_||3E %n
ld a, %n|gbz80|_||3E %n
ld a, %n|gbz80_strict|_||3E %n
ld a, %n|kc160|_||3E %n
ld a, %n|kc160_strict|_||3E %n
ld a, %n|kc160_z80|_||3E %n
ld a, %n|kc160_z80_strict|_||3E %n
ld a, %n|r2ka|_||3E %n
ld a, %n|r2ka_strict|_||3E %n
ld a, %n|r3k|_||3E %n
ld a, %n|r3k_strict|_||3E %n
ld a, %n|r4k|_||3E %n
ld a, %n|r4k_strict|_||3E %n
ld a, %n|r5k|_||3E %n
ld a, %n|r5k_strict|_||3E %n
ld a, %n|r6k|_||3E %n
ld a, %n|r6k_strict|_||3E %n
ld a, %n|r800|_||3E %n
ld a, %n|r800_strict|_||3E %n
ld a, %n|z180|_||3E %n
ld a, %n|z180_strict|_||3E %n
ld a, %n|z80|_||3E %n
ld a, %n|z80_strict|_||3E %n
ld a, %n|z80n|_||3E %n
ld a, %n|z80n_strict|_||3E %n
ld a, (%m)|8080|_||3A %m %m
ld a, (%m)|8085|_||3A %m %m
ld a, (%m)|ez80|_||3A %m %m %m
ld a, (%m)|ez80_strict|_||3A %m %m %m
ld a, (%m)|ez80_z80|_||3A %m %m
ld a, (%m)|ez80_z80_strict|_||3A %m %m
ld a, (%m)|gbz80|_||FA %m %m
ld a, (%m)|gbz80_strict|_||FA %m %m
ld a, (%m)|kc160|_||3A %m %m
ld a, (%m)|kc160_strict|_||3A %m %m
ld a, (%m)|kc160_z80|_||3A %m %m
ld a, (%m)|kc160_z80_strict|_||3A %m %m
ld a, (%m)|r2ka|_||3A %m %m
ld a, (%m)|r2ka_strict|_||3A %m %m
ld a, (%m)|r3k|_||3A %m %m
ld a, (%m)|r3k_strict|_||3A %m %m
ld a, (%m)|r4k|_||3A %m %m
ld a, (%m)|r4k_strict|_||3A %m %m
ld a, (%m)|r5k|_||3A %m %m
ld a, (%m)|r5k_strict|_||3A %m %m
ld a, (%m)|r6k|_||3A %m %m
ld a, (%m)|r6k_strict|_||3A %m %m
ld a, (%m)|r800|_||3A %m %m
ld a, (%m)|r800_strict|_||3A %m %m
ld a, (%m)|z180|_||3A %m %m
ld a, (%m)|z180_strict|_||3A %m %m
ld a, (%m)|z80|_||3A %m %m
ld a, (%m)|z80_strict|_||3A %m %m
ld a, (%m)|z80n|_||3A %m %m
ld a, (%m)|z80n_strict|_||3A %m %m
ld a, (a:%m)|kc160|_||52;3A %m %m
ld a, (a:%m)|kc160_strict|_||52;3A %m %m
ld a, (abc)|kc160|_||52;0A
ld a, (abc)|kc160_strict|_||52;0A
ld a, (ade)|kc160|_||52;1A
ld a, (ade)|kc160_strict|_||52;1A
ld a, (ahl)|kc160|_||52;7E
ld a, (ahl)|kc160_strict|_||52;7E
ld a, (aix)|kc160|_||52;DD 7E 00
ld a, (aix)|kc160_strict|_||52;DD 7E 00
ld a, (aix+%d)|kc160|_||52;DD 7E %d
ld a, (aix+%d)|kc160_strict|_||52;DD 7E %d
ld a, (aiy)|kc160|_||52;FD 7E 00
ld a, (aiy)|kc160_strict|_||52;FD 7E 00
ld a, (aiy+%d)|kc160|_||52;FD 7E %d
ld a, (aiy+%d)|kc160_strict|_||52;FD 7E %d
ld a, (bc)|8080|_||0A
ld a, (bc)|8085|_||0A
ld a, (bc)|ez80|_||0A
ld a, (bc)|ez80_strict|_||0A
ld a, (bc)|ez80_z80|_||0A
ld a, (bc)|ez80_z80_strict|_||0A
ld a, (bc)|gbz80|_||0A
ld a, (bc)|gbz80_strict|_||0A
ld a, (bc)|kc160|_||0A
ld a, (bc)|kc160_strict|_||0A
ld a, (bc)|kc160_z80|_||0A
ld a, (bc)|kc160_z80_strict|_||0A
ld a, (bc)|r2ka|_||0A
ld a, (bc)|r2ka_strict|_||0A
ld a, (bc)|r3k|_||0A
ld a, (bc)|r3k_strict|_||0A
ld a, (bc)|r4k|_||0A
ld a, (bc)|r4k_strict|_||0A
ld a, (bc)|r5k|_||0A
ld a, (bc)|r5k_strict|_||0A
ld a, (bc)|r6k|_||0A
ld a, (bc)|r6k_strict|_||0A
ld a, (bc)|r800|_||0A
ld a, (bc)|r800_strict|_||0A
ld a, (bc)|z180|_||0A
ld a, (bc)|z180_strict|_||0A
ld a, (bc)|z80|_||0A
